"","NTC1","W1746","W1761","W1762","W1770","W1770.APC","W1776","W1783","W1790","W1799","W2051","W2063","W2069","W2082","W2097","W455","W456","neg1","neg2","neg3","W337","W351","W351.APC","W415","W425","W429","W433","W441","NTC10","NTC11","W343","W403","W417","W422","W422.APC","W423","W435","W439","NTC2","W1764","W1774","W1780","W1782","W1791","W2057","W2077","W2095","W2099","W2101","W366","W378","W437","W451","NTC3","W1750","W1778","W1784","W1786","W1796","W2067","W332","W363","W368","W385","W385.APC","W427","W445","W454","W1752","W1788","W1793","W2053","W357","W359","W381","W382","W383","W387","W390","W431","W1760","W1766","W2059","W2065","W339","W335","W371","W373","W375","W379","W391","NTC6","W1753","W1758","W2055","W2073","W2075","W369","W395","W399","W405","W409","W1768","W1772","W2061","W2079","W348","W355","W407","W447","W449","W449.APC","NTC7","W1747","W1756","W333","W347","W353","W393","W397","W413","W1797","W341","W345","W361","W401","W411","W419","W443","NTC4","NTC5"
"Nannopus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nanomia bijuga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nansenia",0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,11802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
"Nansenia candida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navicula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naviculaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naviculales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCBI",0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
"Nematostella vectensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neocalanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neocalanus cristatus",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,435,0,0,722384,0,0,0,79,0,24,0,0,80,0,872803,0,0,102,0,73,0,0,0,0,0,0,58,0,0,0,0,0,58,21,382997,0,0,0,0,59,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,36,90,0,0,0,0,0,0,120,0,40,0,0,0,0,0,37,0,0,0,0,478,0,0,2471,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,79,0,26,547829,0,0
"Neocalanus flemingeri",0,0,35,0,479124,230015,0,41196,28,82,317,0,0,0,0,0,0,0,0,0,0,185,0,216616,0,27,0,28,0,0,0,103,73,0,0,418,144041,0,109,11171,514097,264,815609,140,406,419,217,139,114,364395,100556,54,321,0,64,78802,684,154226,978,68,39,29,225217,28,0,52365,668,149,57,94,27,139,131,90,62915,67,42,72,48,325367,507474,150,51,0,151,60,0,521862,261019,238926,0,0,34,334008,114,387880,0,0,0,0,221930,0,0,327943,27,72,51,20,835532,0,31,0,0,0,0,0,0,0,33,0,117442,1455692,57,32,83,236236,72,475,883,0,0
"Neocalanus plumchrus",0,0,0,0,28018,9287,7381,2720,0,0,0,0,0,0,0,0,0,0,0,34,11208,42403,4063,0,37930,19110,26416,4614,0,0,39617,0,14403,2071,171,14877,7252,45240,0,38906,27960,25558,11272,319,733,10363,0,6908,3349,9516,0,0,0,0,0,38768,56692,0,24,10238,0,0,25,0,0,0,0,0,25088,8398,0,80147,0,0,5653,0,0,0,0,355,0,22743,5154,0,26218,9581,0,0,0,0,0,0,8108,31032,25477,0,40,0,0,0,24156,0,0,4412,4930,11462,15180,0,0,7106,0,0,0,0,10300,0,1516,13558,0,0,0,47703,147,0,0,3378,0,6373,9996,0,0
"Neocopepoda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,58,0,0,0,0,0,0,0,0,23,54,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,62,0,62,0,0,0,0,290,0,0,0,133,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nephromyces sp. ex Molgula occidentalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,43,0,0,0,0,52,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,24,0,67,0,0,0,0,0,0,0,0,0,55,76,0,122,0,0,0,0,0,0,0,220,99,0,0,21,0,0,0,134,0,0,0,0,0,84,0,0,0,0,0,0,0,122,51,0,0,0,25,0,0,0,0,0,69,0,0,0,0,20,0,0,0,0,0,0,0,0
"Nephroselmis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nephroselmis pyriformis",0,0,78,97,469,193,154,0,104,248,212,0,646,0,28,0,0,0,0,0,771,25,100,708,307,214,870,628,0,0,343,911,190,597,34,1776,393,603,0,108,258,272,144,20,193,192,199,284,209,53,56,0,34,0,181,0,21,90,0,51,0,117,97,61,46,0,48,26,49,69,149,276,291,592,29,4197,381,944,469,312,73,366,235,55,365,1540,307,111,955,0,231,0,144,274,160,0,605,0,0,472,198,336,208,196,345,200,514,537,373,121,998,368,0,0,0,0,35,56,0,0,0,391,98,0,99,96,615,379,688,0,0
"Nitrosopumilaceae",0,0,559,262,653,256,1758,209,15028,3214,1119,0,179,0,0,0,0,0,0,0,14520,0,0,21068,2220,1512,5874,85,0,0,4871,7329,4294,1271,173,8157,7456,16221,0,178,714,381,1440,7161,157,182,177,212,416,203,1907,498,344,0,1042,0,1237,512,2585,0,2089,13663,2968,9750,1425,21,2222,305,296,2558,3605,949,9772,9102,69,12859,12614,20133,5268,2610,1138,1268,1622,97,8215,6467,9053,25597,46704,52,211160,0,947,439,1504,0,1472,583,219,4019,2781,6848,772,1931,1236,36,1811,11079,3096,5024,6060,803,0,0,1441,1887,1140,3546,13802,1589,44,4909,1565,0,6204,31,12427,2631,8349,0,0
"Nitrosopumilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitzschia",0,0,73,28,0,0,0,0,76,0,34,0,227,0,0,0,0,0,0,0,537,0,21,101,293,104,375,207,0,0,313,0,0,54,0,66,0,0,0,0,0,156,0,0,0,0,50,138,0,385,0,0,614,0,66,26,97,23,97,0,27,56,75,0,0,0,65,0,284,0,144,0,34,0,995,0,0,0,0,130,73,0,23,81,3054,59,0,29,90,0,0,0,91,117,268,0,0,0,0,32,0,0,0,0,104,0,179,0,30,126,820,930,0,0,0,0,0,0,0,0,0,158,52,0,0,677,0,32,309,0,0
"Nitzschia palea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitzschia sp. (in: Bacillariophyta)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitzschia sp. 00196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No hits",0,44,26875,16456,59059,26491,12169,2447,196060,51063,19406,70,43511,0,2684,1551,865,0,0,0,377301,34929,33202,200091,117365,114804,452261,235893,0,81,694036,151209,69744,26057,3571,193393,91676,300900,1012,42493,41640,101943,50466,129475,13790,23432,14855,204532,16437,455434,14595,7542,61021,0,15313,32263,33136,120791,7298,6323,25610,423673,104392,36159,9175,20942,22116,55151,37316,30590,43636,50085,74341,85594,381238,392001,72952,101579,102711,86605,19263,56693,33411,34998,524872,128950,52023,59704,504049,16747,100173,5949,19348,35774,78440,8173,97154,28894,37965,222797,128418,69900,38027,76872,40959,9442,103308,148679,90889,42436,345672,159394,31,281008,103382,44238,214197,86128,96444,37288,10362,172361,57458,2620,339705,488737,483872,107366,200742,1142,0
"Noctua pronuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not assigned",0,44,26875,16456,59059,356199,12169,2447,196060,51063,19406,70,43511,0,2684,1551,865,0,0,0,377301,34929,33202,200091,117365,114804,452261,235893,0,81,694036,151209,69744,26057,3571,193393,91676,300900,1012,42493,41640,101943,50466,129475,13790,23432,14855,204532,16437,455434,14595,7542,61021,0,15313,32263,33136,120791,7298,6323,25610,423684,104392,36159,884400,20958,22127,55165,37316,30590,43636,50085,74341,85594,381238,392001,72952,101579,102711,86605,19472,56693,33411,34998,524872,128950,52023,59704,504211,16836,100173,5949,19348,35774,78440,8173,97154,28894,37965,222797,128418,69900,38027,76872,40959,9442,103308,148679,90889,42436,345672,1069715,31,281008,103382,44238,214197,86128,96444,37288,10362,172361,57458,2620,339705,488737,483872,107366,200742,1142,21
"Nyctaginaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Obelia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Obelia dichotoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ochromonas danica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ochromonas sp. CCMP1393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,24,284,0,0,0,0,0
"Ochromonas sp. SAG 933.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ochrophyta",0,0,0,21,33,0,102,0,1984,454,37,0,92,0,0,0,0,0,0,0,491,73,97,330,247,236,226,362,0,0,310,198,206,176,0,2015,295,348,0,0,81,60,0,230,0,0,0,0,0,491,22,0,35,0,31,0,97,83,151,0,127,133,214,68,24,0,88,0,0,312,276,214,349,414,718,2742,188,398,193,73,106,30,139,43,59,491,102,91,248,0,24,0,35,72,167,0,98,0,0,339,454,77,168,42,64,0,131,545,164,243,320,27,0,313,236,139,189,844,491,205,0,250,84,0,79,337,157,42,43,0,0
"Octopodidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Octopoteuthis sicula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Odontella sp. (in: Bacillariophyta)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oikopleura",0,0,0,0,0,0,0,0,0,29,0,0,51,0,0,0,0,0,0,0,47,0,0,0,99,0,0,58,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,202,0,0,0,0,39,0,0,38,0,0,0,0,44,0,0,0,57,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,29,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oithona similis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oleaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,247,22,0,28,265,22,24,29,20,30,102,0,24,0,38,150,0,50,54,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oligochaeta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oncorhynchus",0,0,5437,355,251,0,28024,0,1395,0,6762,412,740,198,0,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,57,516,729,1270,0,1582,0,0,414,0,0,0,0,0,3322,0,0,0,105,0,0,0,0,55,90,580,0,0,123,12249,0,1957,0,0,0,0,23,4707,624,877,2497,0,0,0,0,0,0,284,0,0,0,91306,24406,0,1098,2442,0,0,0,0,32,22885,0,0,0,1225,0,0,0,0,0,0,58,16961,0,0,0,0,0,0,1328,0,0,0,0,0,6900,0,0,0
"Oncorhynchus gorbuscha",0,0,58515,15692,15853,0,20131,0,5682,8149,0,0,0,0,5266,362,3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,29221,1048,14483,24544,0,0,0,25325,0,0,0,10409,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,1069,652751,0,3659,0,0,0,0,0,0,0,83657,5361,0,0,0,0,0,0,65029,0,0,0,776914,143878,0,162,0,0,0,0,0,1256,30045,89,0,0,977,0,0,0,0,0,0,1031,411568,0,0,0,0,0,0,84695,0,0,0,0,0,0,0,0,0
"Oncorhynchus keta",0,0,50170,21421,9028,3091,10385,0,0,13088,12101,159,542,0,4781,16483,18099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,0,0,0,0,0,1556,0,68655,29589,249461,466210,33842,39927,0,0,0,33329,0,0,0,0,0,0,34376,26468,92620,53260,488,0,0,0,599,446,0,1185,0,0,3788,80029,0,0,0,0,0,0,141454,1855,94034,182579,15880,672,385,0,0,17153,0,0,70,0,0,1809956,294126,0,134,0,0,0,21,20,21223,128423,0,24872,8141,16713,0,0,0,11854,0,0,0,444210,0,0,16899,0,8043,0,19996,0,4132,0,63013,0,0,0,0,0
"Oncorhynchus kisutch",0,0,45686,26665,12324,16201,20064,0,4773,1275,4619,437524,5621,250295,0,4719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733,0,0,4190,0,0,33689,186,0,0,0,0,469,0,0,0,0,0,1202,69711,24253,729,0,0,0,0,0,0,0,20971,0,0,0,15923,0,0,0,0,0,0,0,0,0,0,88442,16685,0,0,0,0,0,0,0,0,0,0,4640,131782,0,0,0,0,0,0,0,2129,38720,0,0,0,0,0,0,0,0,0,0,5604,469001,0,0,0,0,0,0,3005,0,0,0,0,0,0,922,0,0
"Oncorhynchus masou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oncorhynchus mykiss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oncorhynchus nerka",0,0,0,0,0,0,28578,0,0,0,6858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28355,0,25471,42801,0,0,0,0,0,0,0,0,0,0,80758,0,0,0,0,0,58204,0,63877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33163,0,0,0,0,0,66999,0,0,0
